created_at,text,coordinates,hashtags
2020-05-21 05:14:15,"@GeraBonilla Rifado, felicidades 🎊",,[]
2020-05-21 05:14:16,"Yo siempre voy para arriba, no bajo ni me detengo🚀",,[]
2020-05-21 05:14:16,Pete Davidson being allowed on social media again gives me hope for the world,,[]
2020-05-21 05:14:16,@andr_trss3 Que onda,,[]
2020-05-21 05:14:17,Wtfff con esas mamadas????,,[]
2020-05-21 05:14:17,La extrañeza del presente subsiste por la ignorancia de todo pasado.,,[]
2020-05-21 05:14:19,@CandidoOchoaSLP Pedimos a los diputados que rechacen la iniciativa del aborto en S.L.P. y esperamos contar con su… https://t.co/6viZ5LBQZo,,[]
2020-05-21 05:14:24,Vergazos. https://t.co/eapabZIQ8E,,[]
2020-05-21 05:14:26,"Me haces falta, mucha falta, no se tú",,[]
2020-05-21 05:14:27,@FabianGM1093 Perrro descarado 😂🤣,,[]
2020-05-21 05:14:27,Es posible que desear algo sea mejor que tenerlo realmente. Se dice que la satisfacción es la muerte del deseo.,,[]
2020-05-21 05:14:29,Que bueno que solamente tengo 3 seguidores 😂,,[]
2020-05-21 05:14:29,"Noche de cuarentena con un pastel de helado vienetta, después de muchos años sin comerlo y una copa, bueno más de u… https://t.co/7jml53suV6",,[]
2020-05-21 05:14:30,@rafaellmatus Que motivador,,[]
2020-05-21 05:14:30,Chingado ya quiero ir al cine a tragar,,[]
2020-05-21 05:14:31,Hspm,,[]
2020-05-21 05:14:31,Después de un rato nada pasaba y salí a la calle y resulta que ya habían llegado los del gas y cerraron todo el pas… https://t.co/4HdBIQf7GE,,[]
2020-05-21 05:14:31,@AndreaColors93 K te gustaria unas chupaditas de panocha o unas mamadas de tetas,,[]
2020-05-21 05:14:31,Los comentarios de la gente acerca del que me haya casado me los paso por el arco del triunfo. Al menos se con la persona con la que estoy🥰,,[]
2020-05-21 05:14:32,Como olvidar esos ojitos bien hermosos  que iluminan mi dia completo ❤❤♥️ DMV,,[]
2020-05-21 05:14:33,Que emoción!,,[]
2020-05-21 05:14:35,@Jessica_DVN El comal le dijo a la olla,,[]
2020-05-21 05:14:35,"@realDonaldTrump You mean the ones you won’t pay when they work for you, or the ones you want to lock up and deport, red diaper baby?",,[]
2020-05-21 05:14:37,"En esto termina ver sus publicaciones cachondas y morbosos... 
🍆✊🏻💦
@ferch_inter https://t.co/V7xtphpc16",,[]
2020-05-21 05:14:38,Ama comí muchas empanadas y quiero vomnitar☹️,,[]
2020-05-21 05:14:38,@elconde_nad0 A eso llamo no ser ‘chusma’...,,[]
2020-05-21 05:14:39,@dummyFart Who,,[]
2020-05-21 05:14:39,@helenaarteaga95 la calle de la sirenas whooo who,,[]
2020-05-21 05:14:40,@alfredodelmazo #PlanRegresoSeguro q todo se normalice pronto,,"[{'text': 'PlanRegresoSeguro', 'indices': [16, 34]}]"
2020-05-21 05:14:40,Fue un gran favor.,,[]
2020-05-21 05:14:40,#JuevesDeGanarSeguidores,,"[{'text': 'JuevesDeGanarSeguidores', 'indices': [0, 24]}]"
2020-05-21 05:14:41,@CYPHERBOW @HoracioRubio97 @sanchez_gonzo @khuriel @raultorres_mx @Horacio_Mtz_B @NestorGarciaMtz @AlanAdameMX Pues… https://t.co/EQIXNnrLWJ,,[]
2020-05-21 05:14:41,"SINA-DRUMS

FREE

ALRIGHT NOW

https://t.co/3Rcr5D0kdK",,[]
2020-05-21 05:14:41,@djmadness17 Hola J.L (Alexx) como estas ? Como te sientes? Esta increible el video,,[]
2020-05-21 05:14:43,@CamachoDiputada Pedimos a los diputados que rechacen la iniciativa del aborto en S.L.P. y esperamos contar con su… https://t.co/VWIdoCI9pv,,[]
2020-05-21 05:14:43,Apaga Aristegui. #apagaaaristegui,,"[{'text': 'apagaaaristegui', 'indices': [17, 33]}]"
2020-05-21 05:14:44,@flxrdecvpxmx https://t.co/byBTl7lrwY recomiendo los videos de este wey.,,[]
2020-05-21 05:14:45,@ABC finally real news 😒.. lol,,[]
2020-05-21 05:14:47,@Andresaurio_ Me dijeron que lo investigara 🙃,,[]
2020-05-21 05:14:48,"Ya vi tus 15 mensajes o sea no te voy a contestar, para que insistes????",,[]
2020-05-21 05:14:49,Digo ¿No ? https://t.co/sfZR6eV7Mm,,[]
2020-05-21 05:14:49,Rechazamos la iniciativa de ley que deroga  al FIDECINE y @Conacyt_MX extinguiéndolos de facto.Dicha iniciativa se… https://t.co/ekyO412fdK,,[]
2020-05-21 05:14:50,"El orgullo gana tantas batallas, que una más ya no es noticia.",,[]
2020-05-21 05:14:52,@pop350ez @ewalk1fun @SAYITAINTPORSH why would a niqqa be driving a 2010 Honda Civic with a million dollar house is… https://t.co/WqpTO8dZab,,[]
2020-05-21 05:14:53,@Alexhipocampo,,[]
2020-05-21 05:14:53,🙏🏽,,[]
2020-05-21 05:14:54,"En poco tiempo solo quedaremos Caro, Lola, Rufo y yo. Y no se cómo sentime al respecto.",,[]
2020-05-21 05:14:54,@Dave_Arten ¿Luego con quién voy a jugar? 😔,,[]
2020-05-21 05:14:57,#AdolfoLopezMateos #OrgulloAtizapense,,"[{'text': 'AdolfoLopezMateos', 'indices': [0, 18]}, {'text': 'OrgulloAtizapense', 'indices': [19, 37]}]"
2020-05-21 05:14:58,Ayñ el caldito todo en el techo.,,[]
2020-05-21 05:14:59,@CitlaHM Y tú luego luego ya quieres hacer convivio. Golosa.,,[]
2020-05-21 05:15:01,@maryj_gtz Amonos,,[]
2020-05-21 05:15:01,#familyfirst #quedateencasa alguien tiene que hacer el trabajó suc... 😷😷😷 en En Algun Lugar De Un Gran País... https://t.co/KLixpSxYuq,"{'type': 'Point', 'coordinates': [-99.10404651, 19.34235118]}","[{'text': 'familyfirst', 'indices': [0, 12]}, {'text': 'quedateencasa', 'indices': [13, 27]}]"
2020-05-21 05:15:02,"@TuJoshuaFav Ya viste, no es mala idea que tenga una bendi",,[]
2020-05-21 05:15:02,Me siento de 23. 🤭,,[]
2020-05-21 05:15:04,@AnaMaciasAnaya Igualmente Bella saludos y bendiciones!,,[]
2020-05-21 05:15:04,"Acaban de sumarse a las tendencias de México:
 - Grupo Orlegi
 - #IntegracionCacher
 - #RedObradorista
 -… https://t.co/yvLKO7YktP","{'type': 'Point', 'coordinates': [-99.1913432, 19.4156206]}","[{'text': 'IntegracionCacher', 'indices': [65, 83]}, {'text': 'RedObradorista', 'indices': [87, 102]}]"
2020-05-21 05:15:05,"EMPIRE HND 🇲🇽
Perfume Masculino
#HND #Hinode #GrupoHinode #LifeStyle #Elegancia #EauDeParfum #Parfum #Perfume… https://t.co/1GirXi3jhr",,"[{'text': 'HND', 'indices': [32, 36]}, {'text': 'Hinode', 'indices': [37, 44]}, {'text': 'GrupoHinode', 'indices': [45, 57]}, {'text': 'LifeStyle', 'indices': [58, 68]}, {'text': 'Elegancia', 'indices': [69, 79]}, {'text': 'EauDeParfum', 'indices': [80, 92]}, {'text': 'Parfum', 'indices': [93, 100]}, {'text': 'Perfume', 'indices': [101, 109]}]"
2020-05-21 05:15:08,@ivannieblas Pamba loca y 10 años de trabajo forzado reforestando. ¿O qué?,,[]
2020-05-21 05:15:09,"@needysvigevani FELIZ CUMPLEAÑOS!! Tqmmm, espero pases un día cool",,[]
2020-05-21 05:15:09,Se que me quisiste remplazar por un cabron que no es ni la mitad de lo que yo era pa ti..,,[]
2020-05-21 05:15:09,@proceso @Claudiashein Déjate de juegos e informa de manera clara y veraz sabemos tu INEFICIENCIA e INEPTITUD...hasta cuándo la normalidad,,[]
2020-05-21 05:15:09,@realnamediamond Thanks boo 🎉😘♥️,,[]
2020-05-21 05:15:11,La Verónica 🤣🤦🏻‍♀️,,[]
2020-05-21 05:15:12,Can the whole Florida not blamed for this. 🙎🏾‍♂️,,[]
2020-05-21 05:15:13,"@AnaJVillagran buenas noches,Anita, dónde está el casillero para votar a favor de tu permanencia al frente de ésta… https://t.co/2CBHwZbL5c",,[]
2020-05-21 05:15:14,I just want you to love me,,[]
2020-05-21 05:15:15,Me molesta un chingo que suban hilos a Facebook!!,,[]
2020-05-21 05:15:16,"@renacova No, solo no pagaron el dominio de la página donde estaba detallado su proyecto de gobierno durante el sexenio 🤣🤣🤣🤣",,[]
2020-05-21 05:15:17,Estoy lagrimando de tanto reírme 😂😂😂😂😂,,[]
2020-05-21 05:15:18,@EmMaNuVe @mundopentecosta Pinches cristianos valen v,,[]
2020-05-21 05:15:18,Palidecer por placer,,[]
2020-05-21 05:15:20,@phantomrx Y si ehhh jajaja,,[]
2020-05-21 05:15:21,"@AreliPaz No te atormentes , todo es cuestión de enfoque  , si lo revisas detenidamente si se está aplanando .. sen… https://t.co/Bxy4j9PNvf",,[]
2020-05-21 05:15:21,Te veo en septiembre u Octubre 🙏,,[]
2020-05-21 05:15:22,The next person I see throwing back tiktok dances at the bars... I hope you can catch tall boys coming at you at 100mph,,[]
2020-05-21 05:15:22,♡♡,,[]
2020-05-21 05:15:24,"Y como no había gas dije ""a huevo hoy va a haber menos trastes que lavar"" https://t.co/T6eFUaaFtD",,[]
